"ICD9_CD","DX_NM","DX_KEY","DX_STAT","DX_ID"
"785.6","Enlargement of lymph node",1067561,"NOT APPLIC",123210
"729.81","Swollen arm",1167142,"NOT APPLIC",166664
NA,"Swollen arm",1167142,"NOT APPLIC",166664
NA,"Personal history of irradiation, presenting hazards to health",993229,"NOT APPLIC",14347
NA,"Congenital stenosis of aortic valve",1003069,"NOT APPLIC",9149
"V15.3","Personal history of irradiation, presenting hazards to health",993229,"NOT APPLIC",14347
"746.3","Congenital stenosis of aortic valve",1003069,"NOT APPLIC",9149
"250.01","Diabetes type I",1040087,"NOT APPLIC",105785
"V21.32","Low birth weight status, 500-999 grams",990687,"NOT APPLIC",15322
NA,"Malignant hyperthermia",1003407,"NOT APPLIC",15201
NA,"Low birth weight status, 500-999 grams",990687,"NOT APPLIC",15322
"995.86","Malignant hyperthermia",1003407,"NOT APPLIC",15201
"785.2","Murmur, cardiac",1085328,"NOT APPLIC",48055
NA,"Diabetes type I",1040087,"NOT APPLIC",105785
NA,"Murmur, cardiac",1085328,"NOT APPLIC",48055
NA,"Petechial rash",1171529,"NOT APPLIC",112189
"519.8","Wheezing-associated respiratory infection",1242490,"NOT APPLIC",251511
"782.7","Petechial rash",1171529,"NOT APPLIC",112189
NA,"Wheezing-associated respiratory infection",1242490,"NOT APPLIC",251511
NA,"Streptococcus infection in conditions classified elsewhere and of unspecified site, group D",1003817,"NOT APPLIC",710
"041.04","Streptococcus infection in conditions classified elsewhere and of unspecified site, group D",1003817,"NOT APPLIC",710
NA,"Pollen allergy",1230579,"NOT APPLIC",240105
"477.0","Pollen allergy",1230579,"NOT APPLIC",240105
NA,"Other activity involving climbing, rappelling and jumping off",1206239,"NOT APPLIC",223347
"E004.9","Other activity involving climbing, rappelling and jumping off",1206239,"NOT APPLIC",223347
"292.89","Other specified drug-induced mental disorder(292.89)",1007661,"NOT APPLIC",2829
NA,"Salmon patch nevus",1212784,"NOT APPLIC",208749
"757.32","Salmon patch nevus",1212784,"NOT APPLIC",208749
NA,"Hypsarrhythmia",1043628,"NOT APPLIC",29308
"345.60","Hypsarrhythmia",1043628,"NOT APPLIC",29308
NA,"CP (cerebral palsy)",1050767,"NOT APPLIC",68589
NA,"Allergic rhinitis due to pollen",1004646,"NOT APPLIC",5378
"343.9","CP (cerebral palsy)",1050767,"NOT APPLIC",68589
"477.0","Allergic rhinitis due to pollen",1004646,"NOT APPLIC",5378
NA,"Lobar holoprosencephaly",1130568,"NOT APPLIC",126754
"742.2","Lobar holoprosencephaly",1130568,"NOT APPLIC",126754
NA,"Mild intermittent asthma, with acute exacerbation",1897979,"DELETED",903284
"493.92","Mild intermittent asthma, with acute exacerbation",1897979,"DELETED",903284
NA,"Exposure to influenza",1180074,"NOT APPLIC",182653
NA,"Iron deficiency anemia due to dietary causes",1210434,"NOT APPLIC",207952
"V01.79","Exposure to influenza",1180074,"NOT APPLIC",182653
"280.1","Iron deficiency anemia due to dietary causes",1210434,"NOT APPLIC",207952
NA,"Sprain and strain of unspecified site of knee and leg",1002103,"NOT APPLIC",11020
"844.9","Sprain and strain of unspecified site of knee and leg",1002103,"NOT APPLIC",11020
"V65.5","Feared complaint without diagnosis",1213226,"NOT APPLIC",215228
NA,"Feared complaint without diagnosis",1213226,"NOT APPLIC",215228
NA,"History of seizure disorder",1189958,"NOT APPLIC",199334
NA,"Enterocolitis",1040995,"NOT APPLIC",23427
"558.9","Enterocolitis",1040995,"NOT APPLIC",23427
"V12.49","History of seizure disorder",1189958,"NOT APPLIC",199334
"692.9","Moderate eczema",993906,"NOT APPLIC",79106
NA,"Facial swelling",1028266,"NOT APPLIC",139115
"784.2","Facial swelling",1028266,"NOT APPLIC",139115
NA,"Moderate eczema",993906,"NOT APPLIC",79106
NA,"Hypercalciuria",1103700,"NOT APPLIC",170610
"275.40","Hypercalciuria",1103700,"NOT APPLIC",170610
NA,"Anaphylaxis due to fish",1172301,"NOT APPLIC",183223
"995.65","Anaphylaxis due to fish",1172301,"NOT APPLIC",183223
"493.92","Asthma flare, mild intermittent",1906359,"DELETED",900498
NA,"Asthma flare, mild intermittent",1906359,"DELETED",900498
"786.2","Coughing",1177076,"NOT APPLIC",95968
NA,"Coughing",1177076,"NOT APPLIC",95968
"382.9","Otitis media of right ear",1268078,"NOT APPLIC",273134
NA,"Otitis media of right ear",1268078,"NOT APPLIC",273134
"493.92","RAD (reactive airway disease), mild persistent, with acute exacerbation",1852851,"NOT APPLIC",907108
NA,"RAD (reactive airway disease), mild persistent, with acute exacerbation",1852851,"NOT APPLIC",907108
NA,"Abdominal pain, unspecified site",991190,"NOT APPLIC",9867
"789.00","Abdominal pain, unspecified site",991190,"NOT APPLIC",9867
"388.70","Otalgia",1088791,"NOT APPLIC",91772
NA,"Otalgia",1088791,"NOT APPLIC",91772
NA,"Hypocalcemia",995397,"NOT APPLIC",15086
"275.41","Hypocalcemia",995397,"NOT APPLIC",15086
"530.13","Eosinophilic esophagitis",1009862,"NOT APPLIC",15656
NA,"Eosinophilic esophagitis",1009862,"NOT APPLIC",15656
"995.3","Severe allergic reaction",1380988,"NOT APPLIC",392323
NA,"Severe allergic reaction",1380988,"NOT APPLIC",392323
NA,"Glioma of brainstem",1240835,"NOT APPLIC",251288
"191.7","Glioma of brainstem",1240835,"NOT APPLIC",251288
NA,"Aspiration pneumonia",1140324,"NOT APPLIC",53809
"507.0","Aspiration pneumonia",1140324,"NOT APPLIC",53809
NA,"Disturbances of amino-acid transport",1001161,"NOT APPLIC",2597
"270.0","Disturbances of amino-acid transport",1001161,"NOT APPLIC",2597
"530.81","Reflux",1089644,"DELETED",124374
NA,"Reflux",1089644,"DELETED",124374
"758.9","Chromosome anomaly",1141492,"NOT APPLIC",84680
NA,"Chromosome anomaly",1141492,"NOT APPLIC",84680
"493.92","Acute asthma flare, moderate persistent",1899825,"DELETED",909085
NA,"Acute asthma flare, moderate persistent",1899825,"DELETED",909085
"V13.67","Personal history of (corrected) congenital malformations of digestive system",1236888,"NOT APPLIC",252307
NA,"Personal history of (corrected) congenital malformations of digestive system",1236888,"NOT APPLIC",252307
NA,"Metatarsal bone fracture",1256409,"NOT APPLIC",268508
NA,"Pulmonary artery coarctation and atresia",1299289,"NOT APPLIC",312083
NA,"H/O peripheral stem cell transplant",1313330,"NOT APPLIC",323561
"825.25","Metatarsal bone fracture",1256409,"NOT APPLIC",268508
"747.31","Pulmonary artery coarctation and atresia",1299289,"NOT APPLIC",312083
"V42.82","H/O peripheral stem cell transplant",1313330,"NOT APPLIC",323561
NA,"Femur fracture, left",1223047,"NOT APPLIC",233459
"821.00","Femur fracture, left",1223047,"NOT APPLIC",233459
"493.92","Asthma without status asthmaticus, severe persistent, with acute exacerbation",1853217,"NOT APPLIC",907495
NA,"Asthma without status asthmaticus, severe persistent, with acute exacerbation",1853217,"NOT APPLIC",907495
NA,"Right acute suppurative otitis media",1197774,"NOT APPLIC",212178
"382.00","Right acute suppurative otitis media",1197774,"NOT APPLIC",212178
NA,"Status post myringotomy with insertion of tube",1087810,"NOT APPLIC",185541
NA,"Chylous ascites",1138051,"NOT APPLIC",23948
"989.5","Jellyfish sting",1134611,"NOT APPLIC",187269
"457.8","Chylous ascites",1138051,"NOT APPLIC",23948
NA,"Jellyfish sting",1134611,"NOT APPLIC",187269
"V45.89","Status post myringotomy with insertion of tube",1087810,"NOT APPLIC",185541
"E905.6","Jellyfish sting",1134611,"NOT APPLIC",187269
"493.91","Status asthmaticus, mild intermittent",1899182,"DELETED",895401
NA,"Status asthmaticus, mild intermittent",1899182,"DELETED",895401
NA,"Other kyphoscoliosis and scoliosis",997775,"NOT APPLIC",8977
"737.39","Other kyphoscoliosis and scoliosis",997775,"NOT APPLIC",8977
"748.5","Congenital agenesis, hypoplasia, and dysplasia of lung",1006333,"NOT APPLIC",9199
NA,"Congenital agenesis, hypoplasia, and dysplasia of lung",1006333,"NOT APPLIC",9199
NA,"Severe persistent asthma with exacerbation",1031253,"NOT APPLIC",170303
"786.09","Difficulty breathing",1167455,"NOT APPLIC",160847
NA,"Asthma attacks lasting more than 24 hours",1092734,"NOT APPLIC",123395
"493.92","Severe persistent asthma with exacerbation",1031253,"NOT APPLIC",170303
"493.92","Asthma attacks lasting more than 24 hours",1092734,"NOT APPLIC",123395
NA,"Difficulty breathing",1167455,"NOT APPLIC",160847
"579.8","Other specified intestinal malabsorption",995707,"NOT APPLIC",6102
NA,"Other specified intestinal malabsorption",995707,"NOT APPLIC",6102
NA,"Muscle hypertonicity",1125109,"NOT APPLIC",110854
"784.42","Dysphonia",1207110,"NOT APPLIC",206943
"728.85","Muscle hypertonicity",1125109,"NOT APPLIC",110854
NA,"Dysphonia",1207110,"NOT APPLIC",206943
"382.9","OM (otitis media), right",1863720,"DELETED",861448
NA,"Moderate persistent asthma with acute exacerbation in pediatric patient",1953373,"NOT APPLIC",951941
"493.02","Moderate persistent asthma with acute exacerbation in pediatric patient",1953373,"NOT APPLIC",951941
NA,"Sprain of cruciate ligament of knee",995400,"NOT APPLIC",11017
"844.2","Sprain of cruciate ligament of knee",995400,"NOT APPLIC",11017
NA,"Substance abuse in family",1199443,"NOT APPLIC",223165
"V61.42","Substance abuse in family",1199443,"NOT APPLIC",223165
NA,"Angio-edema",1148102,"NOT APPLIC",41799
"995.1","Angio-edema",1148102,"NOT APPLIC",41799
"493.02","Extrinsic asthma with exacerbation, unspecified asthma severity",1905714,"NOT APPLIC",898611
NA,"Extrinsic asthma with exacerbation, unspecified asthma severity",1905714,"NOT APPLIC",898611
"586","Renal failure",1121591,"NOT APPLIC",77559
NA,"Renal failure",1121591,"NOT APPLIC",77559
"708.9","Urticarial rash",1042976,"NOT APPLIC",101591
NA,"Urticarial rash",1042976,"NOT APPLIC",101591
NA,"Prophylactic antibiotic",1226099,"NOT APPLIC",235372
"V58.62","Prophylactic antibiotic",1226099,"NOT APPLIC",235372
NA,"Encounter for removal of sutures",1006476,"NOT APPLIC",94982
"V58.32","Encounter for removal of sutures",1006476,"NOT APPLIC",94982
NA,"Rhinovirus infection in conditions classified elsewhere and of unspecified site",994076,"NOT APPLIC",981
"079.3","Rhinovirus infection in conditions classified elsewhere and of unspecified site",994076,"NOT APPLIC",981
NA,"Shock due to anesthesia not elsewhere classified",1003261,"NOT APPLIC",12804
NA,"Other acute rheumatic heart disease",1000981,"NOT APPLIC",4845
"995.4","Shock due to anesthesia not elsewhere classified",1003261,"NOT APPLIC",12804
"391.8","Other acute rheumatic heart disease",1000981,"NOT APPLIC",4845
"530.84","Tracheoesophageal fistula",1005108,"NOT APPLIC",5698
"V82.89","Special screening for other specified conditions(V82.89)",994868,"NOT APPLIC",15360
NA,"Tracheoesophageal fistula",1005108,"NOT APPLIC",5698
NA,"Asthma, chronic",1115750,"NOT APPLIC",172538
"493.90","Asthma, chronic",1115750,"NOT APPLIC",172538
"558.9","Other and unspecified noninfectious gastroenteritis and colitis(558.9)",1008063,"NOT APPLIC",5945
"112.2","Candidiasis of other urogenital sites",995299,"NOT APPLIC",1248
NA,"Candidiasis of other urogenital sites",995299,"NOT APPLIC",1248
NA,"Respiratory failure",1123547,"NOT APPLIC",54885
"518.81","Respiratory failure",1123547,"NOT APPLIC",54885
"493.92","Asthma, moderate persistent, with acute exacerbation",1891638,"DELETED",900284
NA,"Asthma, moderate persistent, with acute exacerbation",1891638,"DELETED",900284
NA,"Knee sprain",1021354,"NOT APPLIC",93789
"844.9","Knee sprain",1021354,"NOT APPLIC",93789
NA,"Social problem",1255198,"NOT APPLIC",268304
"V62.9","Social problem",1255198,"NOT APPLIC",268304
"571.42","Autoimmune hepatitis",999718,"NOT APPLIC",15663
NA,"Autoimmune hepatitis",999718,"NOT APPLIC",15663
NA,"Intermittent asthma",1166992,"NOT APPLIC",174892
"493.90","Intermittent asthma",1166992,"NOT APPLIC",174892
"V60.89","Insurance coverage problems",1378116,"NOT APPLIC",389438
NA,"Insurance coverage problems",1378116,"NOT APPLIC",389438
NA,"Family history of other chronic respiratory conditions",1003877,"NOT APPLIC",14378
"V17.6","Family history of other chronic respiratory conditions",1003877,"NOT APPLIC",14378
"719.41","Right shoulder pain",1136799,"NOT APPLIC",186502
NA,"Right shoulder pain",1136799,"NOT APPLIC",186502
"079.2","Coxsackie virus infection",1058834,"NOT APPLIC",44316
NA,"Coxsackie virus infection",1058834,"NOT APPLIC",44316
"382.9","Otitis media of left ear",1268077,"NOT APPLIC",273133
NA,"Otitis media of left ear",1268077,"NOT APPLIC",273133
NA,"Accidental poisoning from other fish",1001462,"NOT APPLIC",13440
"482.9","Bacterial pneumonia, unspecified",1008302,"NOT APPLIC",5431
NA,"Bacterial pneumonia, unspecified",1008302,"NOT APPLIC",5431
NA,"Insect bite of face without infection",1045262,"NOT APPLIC",155824
"E865.2","Accidental poisoning from other fish",1001462,"NOT APPLIC",13440
"910.4","Insect bite of face without infection",1045262,"NOT APPLIC",155824
"E906.4","Insect bite of face without infection",1045262,"NOT APPLIC",155824
NA,"S/P laparoscopic fundoplication",1129984,"NOT APPLIC",171877
"V45.89","S/P laparoscopic fundoplication",1129984,"NOT APPLIC",171877
"V13.3","H/O eczema",1318787,"NOT APPLIC",323928
NA,"H/O eczema",1318787,"NOT APPLIC",323928
NA,"Cervical spine instability",1071193,"NOT APPLIC",157805
NA,"Constipation",1156794,"NOT APPLIC",136307
"564.00","Constipation",1156794,"NOT APPLIC",136307
"723.9","Cervical spine instability",1071193,"NOT APPLIC",157805
NA,"Follow up",1410958,"NOT APPLIC",421658
"V67.9","Follow up",1410958,"NOT APPLIC",421658
"691.0","Diaper dermatitis",1181765,"NOT APPLIC",16623
"364.3","Uveitis",1156484,"NOT APPLIC",57485
NA,"Diaper dermatitis",1181765,"NOT APPLIC",16623
NA,"Uveitis",1156484,"NOT APPLIC",57485
NA,"Intestinal infection due to Clostridium difficile",998361,"NOT APPLIC",73
"008.45","Intestinal infection due to Clostridium difficile",998361,"NOT APPLIC",73
"525.40","Complete edentulism, unspecified(525.40)",1010201,"NOT APPLIC",69059
NA,"Short gut syndrome",1098522,"NOT APPLIC",113812
"579.3","Short gut syndrome",1098522,"NOT APPLIC",113812
"734","Pes planus, flexible",1217164,"NOT APPLIC",229522
NA,"Pes planus, flexible",1217164,"NOT APPLIC",229522
"V12.69","History of asthma",1091651,"NOT APPLIC",148483
"278.00","Obesity",1140972,"NOT APPLIC",91878
"271.8","Hyperoxaluria",1135732,"NOT APPLIC",49068
NA,"Malignant neoplasm of brain, unspecified site",991970,"NOT APPLIC",1769
NA,"Hyperoxaluria",1135732,"NOT APPLIC",49068
"191.9","Malignant neoplasm of brain, unspecified site",991970,"NOT APPLIC",1769
"401.9","Hypertension",1147492,"NOT APPLIC",91789
NA,"History of asthma",1091651,"NOT APPLIC",148483
NA,"Obesity",1140972,"NOT APPLIC",91878
NA,"Hypertension",1147492,"NOT APPLIC",91789
NA,"Werdnig-Hoffmann disease",994452,"NOT APPLIC",3454
"335.0","Werdnig-Hoffmann disease",994452,"NOT APPLIC",3454
"382.01","Acute suppurative otitis media with spontaneous rupture of tympanic membrane, right",1710823,"DELETED",682111
"742.4","Septo-optic dysplasia",1139127,"NOT APPLIC",139419
NA,"Septo-optic dysplasia",1139127,"NOT APPLIC",139419
NA,"Mouth injury",1060132,"NOT APPLIC",93871
"959.09","Mouth injury",1060132,"NOT APPLIC",93871
"493.91","Status asthmaticus, moderate persistent",1890982,"DELETED",898381
NA,"Status asthmaticus, moderate persistent",1890982,"DELETED",898381
"529.6","Glossodynia",993453,"NOT APPLIC",5679
NA,"Glossodynia",993453,"NOT APPLIC",5679
"244.0","Post-surgical hypothyroidism",1024253,"NOT APPLIC",31107
NA,"Post-surgical hypothyroidism",1024253,"NOT APPLIC",31107
NA,"Erythema multiforme",1065376,"NOT APPLIC",188149
"695.10","Erythema multiforme",1065376,"NOT APPLIC",188149
NA,"Childhood absence epilepsy",1090415,"NOT APPLIC",29305
"345.00","Childhood absence epilepsy",1090415,"NOT APPLIC",29305
NA,"Alopecia, unspecified",996574,"NOT APPLIC",7962
"704.00","Alopecia, unspecified",996574,"NOT APPLIC",7962
"V46.11","Ventilator dependence",1068465,"NOT APPLIC",146222
NA,"Ventilator dependence",1068465,"NOT APPLIC",146222
NA,"Asthma with acute exacerbation, mild intermittent",1884517,"DELETED",899397
"493.92","Asthma with acute exacerbation, mild intermittent",1884517,"DELETED",899397
NA,"Tooth fracture",1160282,"NOT APPLIC",56847
"V12.51","History of thrombosis",1263364,"NOT APPLIC",281615
"873.63","Tooth fracture",1160282,"NOT APPLIC",56847
NA,"History of thrombosis",1263364,"NOT APPLIC",281615
"V64.09","Vaccination not carried out for other reason",1009380,"NOT APPLIC",78838
NA,"Vaccination not carried out for other reason",1009380,"NOT APPLIC",78838
NA,"HSV (herpes simplex virus) infection of eyelid",1914314,"NOT APPLIC",920324
"054.41","HSV (herpes simplex virus) infection of eyelid",1914314,"NOT APPLIC",920324
"465.9","Acute upper respiratory infection",1058830,"NOT APPLIC",18303
NA,"Acute upper respiratory infection",1058830,"NOT APPLIC",18303
"478.5","Vocal cord nodules",1232650,"NOT APPLIC",242602
"623.8","Vaginal bleeding",1123449,"NOT APPLIC",59485
NA,"Vaginal bleeding",1123449,"NOT APPLIC",59485
NA,"Vocal cord nodules",1232650,"NOT APPLIC",242602
NA,"WCC (well child check)",1012697,"NOT APPLIC",146465
"V20.2","WCC (well child check)",1012697,"NOT APPLIC",146465
"099.3","Reactive arthritis",1153499,"NOT APPLIC",176161
"711.10","Reactive arthritis",1153499,"NOT APPLIC",176161
NA,"Reactive arthritis",1153499,"NOT APPLIC",176161
"461.1","Acute frontal sinusitis",991336,"NOT APPLIC",5321
NA,"Acute frontal sinusitis",991336,"NOT APPLIC",5321
NA,"Extrinsic asthma with exacerbation",1000116,"NOT APPLIC",15253
"493.02","Extrinsic asthma with exacerbation",1000116,"NOT APPLIC",15253
NA,"Other chest pain",1002341,"NOT APPLIC",9816
"786.59","Other chest pain",1002341,"NOT APPLIC",9816
"V19.19","Family history of other specified eye disorder",1296505,"NOT APPLIC",312106
NA,"Family history of other specified eye disorder",1296505,"NOT APPLIC",312106
"530.81","Gastroesophageal reflux disease",1016378,"NOT APPLIC",23050
"427.89","Sinus bradycardia",1079459,"NOT APPLIC",78199
NA,"Gastroesophageal reflux disease",1016378,"NOT APPLIC",23050
NA,"Sinus bradycardia",1079459,"NOT APPLIC",78199
NA,"Personal history of other mental disorder",994028,"NOT APPLIC",14294
NA,"Pseudomonas infection in conditions classified elsewhere and of unspecified site",993988,"NOT APPLIC",722
"V11.8","Personal history of other mental disorder",994028,"NOT APPLIC",14294
"041.7","Pseudomonas infection in conditions classified elsewhere and of unspecified site",993988,"NOT APPLIC",722
NA,"Sickle cell trait",1075007,"NOT APPLIC",31552
"282.5","Sickle cell trait",1075007,"NOT APPLIC",31552
"276.2","Acidosis",1002711,"NOT APPLIC",2655
NA,"Unspecified ptosis of eyelid",1002351,"NOT APPLIC",4326
NA,"Acidosis",1002711,"NOT APPLIC",2655
"374.30","Unspecified ptosis of eyelid",1002351,"NOT APPLIC",4326
NA,"Visual field defects",1147913,"NOT APPLIC",38578
"368.40","Visual field defects",1147913,"NOT APPLIC",38578
"279.3","Unspecified immunity deficiency",991743,"NOT APPLIC",2701
NA,"Unspecified immunity deficiency",991743,"NOT APPLIC",2701
NA,"Spontaneous ecchymoses",1001315,"NOT APPLIC",9761
"782.7","Spontaneous ecchymoses",1001315,"NOT APPLIC",9761
NA,"Severe eczema",1184838,"NOT APPLIC",79107
"692.9","Severe eczema",1184838,"NOT APPLIC",79107
NA,"Iron deficiency anemia",1084187,"NOT APPLIC",63438
"280.9","Iron deficiency anemia",1084187,"NOT APPLIC",63438
"389.00","Unspecified conductive hearing loss",1003019,"NOT APPLIC",4824
NA,"Unspecified conductive hearing loss",1003019,"NOT APPLIC",4824
NA,"Salter fracture",1198582,"NOT APPLIC",216755
"829.0","Salter fracture",1198582,"NOT APPLIC",216755
"525.9","Unspecified disorder of the teeth and supporting structures",994465,"NOT APPLIC",5638
NA,"Unspecified disorder of the teeth and supporting structures",994465,"NOT APPLIC",5638
NA,"Hypoxic ischemic encephalopathy (HIE)",1244989,"NOT APPLIC",254678
"768.70","Hypoxic ischemic encephalopathy (HIE)",1244989,"NOT APPLIC",254678
NA,"Cystic fibrosis without mention of meconium ileus",1000354,"NOT APPLIC",2665
"002.0","Salmonella typhi",1086275,"NOT APPLIC",55265
"277.00","Cystic fibrosis without mention of meconium ileus",1000354,"NOT APPLIC",2665
NA,"Salmonella typhi",1086275,"NOT APPLIC",55265
"378.35","Accommodative esotropia",1086395,"NOT APPLIC",81840
NA,"Accommodative esotropia",1086395,"NOT APPLIC",81840
NA,"Closed fracture of finger",1093151,"NOT APPLIC",32432
"816.00","Closed fracture of finger",1093151,"NOT APPLIC",32432
"493.02","Asthma exacerbation, allergic, severe persistent",1872606,"DELETED",894855
NA,"Nosebleed",1127490,"NOT APPLIC",45979
"784.7","Nosebleed",1127490,"NOT APPLIC",45979
"300.02","Generalized anxiety disorder",994001,"NOT APPLIC",3014
NA,"Generalized anxiety disorder",994001,"NOT APPLIC",3014
NA,"Otitis media",1057162,"NOT APPLIC",53051
"382.9","Otitis media",1057162,"NOT APPLIC",53051
NA,"Feeding difficulty",1153965,"NOT APPLIC",65990
NA,"Viral upper respiratory illness",1254927,"NOT APPLIC",264907
"465.9","Viral upper respiratory illness",1254927,"NOT APPLIC",264907
"783.3","Feeding difficulty",1153965,"NOT APPLIC",65990
NA,"Dehydration fever",1174332,"NOT APPLIC",192974
"780.60","Dehydration fever",1174332,"NOT APPLIC",192974
NA,"URI, acute",1136734,"NOT APPLIC",183749
"465.9","URI, acute",1136734,"NOT APPLIC",183749
NA,"Effects of hypothermia",1000285,"NOT APPLIC",12766
NA,"Hypernatremia",1106286,"NOT APPLIC",49013
"991.6","Effects of hypothermia",1000285,"NOT APPLIC",12766
"276.0","Hypernatremia",1106286,"NOT APPLIC",49013
NA,"Legal blindness, as defined in USA",1001971,"NOT APPLIC",4111
"369.4","Legal blindness, as defined in USA",1001971,"NOT APPLIC",4111
NA,"Involved in fight",1326936,"NOT APPLIC",333783
"E960.0","Involved in fight",1326936,"NOT APPLIC",333783
"E888.9","Fall, initial encounter",1539259,"NOT APPLIC",583410
NA,"Fall, initial encounter",1539259,"NOT APPLIC",583410
"V18.0","Family history of diabetes mellitus",997535,"NOT APPLIC",14382
NA,"Fussiness in infant",1110336,"NOT APPLIC",167662
NA,"Family history of diabetes mellitus",997535,"NOT APPLIC",14382
"276.8","Hypopotassemia",994175,"NOT APPLIC",2661
NA,"Hypopotassemia",994175,"NOT APPLIC",2661
"780.91","Fussiness in infant",1110336,"NOT APPLIC",167662
"V19.5","Family history of congenital anomalies",1001449,"NOT APPLIC",14397
NA,"Family history of congenital anomalies",1001449,"NOT APPLIC",14397
NA,"Multiple insect bites",1242252,"NOT APPLIC",251446
"E906.4","Multiple insect bites",1242252,"NOT APPLIC",251446
"919.4","Multiple insect bites",1242252,"NOT APPLIC",251446
"V19.8","Family history of other condition",1005933,"NOT APPLIC",14400
NA,"Family history of other condition",1005933,"NOT APPLIC",14400
"791.5","Glycosuria",1001453,"NOT APPLIC",9931
NA,"Glycosuria",1001453,"NOT APPLIC",9931
"V12.69","Personal history of other diseases of respiratory system",997504,"NOT APPLIC",78174
NA,"Personal history of other diseases of respiratory system",997504,"NOT APPLIC",78174
NA,"Injury of face and neck",997094,"NOT APPLIC",15130
"959.09","Injury of face and neck",997094,"NOT APPLIC",15130
"607.1","Balanoposthitis",999759,"NOT APPLIC",6292
NA,"Balanoposthitis",999759,"NOT APPLIC",6292
NA,"Personal history of allergy to analgesic agent",990520,"NOT APPLIC",14339
"V14.6","Personal history of allergy to analgesic agent",990520,"NOT APPLIC",14339
NA,"Wheezing without diagnosis of asthma",1187683,"NOT APPLIC",195791
"786.07","Wheezing without diagnosis of asthma",1187683,"NOT APPLIC",195791
"277.89","Other specified disorders of metabolism(277.89)",1000980,"NOT APPLIC",33989
NA,"Family disruption due to death of family member",1204063,"NOT APPLIC",223210
"V61.07","Family disruption due to death of family member",1204063,"NOT APPLIC",223210
"493.91","Mild persistent asthma with status asthmaticus",1261824,"NOT APPLIC",274467
NA,"Mild persistent asthma with status asthmaticus",1261824,"NOT APPLIC",274467
"782.4","Jaundice, unspecified, not of newborn",994869,"NOT APPLIC",9756
"268.9","Hypovitaminosis D",1087790,"NOT APPLIC",167814
NA,"Jaundice, unspecified, not of newborn",994869,"NOT APPLIC",9756
NA,"Hypovitaminosis D",1087790,"NOT APPLIC",167814
"799.89","Influenza-like illness",1311274,"NOT APPLIC",320107
NA,"Influenza-like illness",1311274,"NOT APPLIC",320107
"480.8","Pneumonia due to other virus not elsewhere classified",999537,"NOT APPLIC",5413
"E906.4","Bug bite without infection",1101458,"NOT APPLIC",166842
"919.4","Bug bite without infection",1101458,"NOT APPLIC",166842
NA,"Pneumonia due to other virus not elsewhere classified",999537,"NOT APPLIC",5413
NA,"Bug bite without infection",1101458,"NOT APPLIC",166842
"704.09","Alopecia areata totalis",1322182,"NOT APPLIC",332149
NA,"Alopecia areata totalis",1322182,"NOT APPLIC",332149
NA,"Viral urticaria",1365612,"NOT APPLIC",373641
"708.8","Viral urticaria",1365612,"NOT APPLIC",373641
"466.0","Acute bronchitis",1002576,"NOT APPLIC",5345
NA,"Acute bronchitis",1002576,"NOT APPLIC",5345
NA,"Asthma, intermittent with acute exacerbation",1271980,"NOT APPLIC",287781
"493.92","Asthma, intermittent with acute exacerbation",1271980,"NOT APPLIC",287781
NA,"Malignant neoplasm of other specified sites",1003076,"NOT APPLIC",1794
"195.8","Malignant neoplasm of other specified sites",1003076,"NOT APPLIC",1794
"493.91","Mild persistent asthma, with status asthmaticus",1900009,"DELETED",893981
NA,"Mild persistent asthma, with status asthmaticus",1900009,"DELETED",893981
"282.43","Hemoglobin H disease",1144860,"NOT APPLIC",138030
NA,"Hemoglobin H disease",1144860,"NOT APPLIC",138030
NA,"Type 1 diabetes",1015471,"NOT APPLIC",166557
"285.21","Anemia in chronic kidney disease",1002671,"NOT APPLIC",15239
"250.01","Type 1 diabetes",1015471,"NOT APPLIC",166557
NA,"Anemia in chronic kidney disease",1002671,"NOT APPLIC",15239
NA,"Other secondary hypertension, unspecified",1000143,"NOT APPLIC",4927
"405.99","Other secondary hypertension, unspecified",1000143,"NOT APPLIC",4927
NA,"Leg pain, left",1223189,"NOT APPLIC",233514
"729.5","Leg pain, left",1223189,"NOT APPLIC",233514
"748.5","Agenesis, lung lobe",1004105,"NOT APPLIC",102437
NA,"Agenesis, lung lobe",1004105,"NOT APPLIC",102437
"V69.4","Problems related to lack of adequate sleep",996070,"NOT APPLIC",62891
NA,"Morbidly obese",1051751,"NOT APPLIC",149193
NA,"Problems related to lack of adequate sleep",996070,"NOT APPLIC",62891
"278.01","Morbidly obese",1051751,"NOT APPLIC",149193
"515","Pulmonary fibrosis",1095831,"NOT APPLIC",18835
NA,"Pulmonary fibrosis",1095831,"NOT APPLIC",18835
"977.9","Accidental drug ingestion",1222960,"NOT APPLIC",234820
"E858.9","Accidental drug ingestion",1222960,"NOT APPLIC",234820
NA,"Accidental drug ingestion",1222960,"NOT APPLIC",234820
"891.0","Wound of right lower extremity",1951291,"NOT APPLIC",946937
NA,"Wound of right lower extremity",1951291,"NOT APPLIC",946937
NA,"Other specified procedure as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure",1005713,"NOT APPLIC",13558
NA,"Chorioretinal scar, unspecified",996673,"NOT APPLIC",3854
"363.30","Chorioretinal scar, unspecified",996673,"NOT APPLIC",3854
