"DEPT_KEY","DEPT_NM","SPECIALTY","DEPT_ABBR","DEPT_GRP","DEPT_CNTR","REV_LOC_KEY"
"4790","LEAD-EXPOSED STUDY 34TH","GENERAL PEDIATRICS","TLC4",NA,NA,"624"
"4812","EXT PLASTIC SURGERY","PLASTIC SURGERY","XPLA",NA,"EXTON SPECIALTY CARE CENTER","678"
"29819","PB VIRTUA VOOR NUC MED","NUCLEAR MEDICINE","VV NM",NA,NA,"2921"
"10215","VIRTUA NEONATOLOGY","NEONATOLOGY","VTNN",NA,"VIRTUA SPECIALTY CARE CENTER","685"
"23713","VIRTUA PEDIATRIC REHAB","REHAB MEDICINE","VIPR",NA,"VIRTUA SPECIALTY CARE CENTER","685"
"17313","VNJ METABOLISM","METABOLISM","VMD",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","685"
"10516","VIRTUA SMC PHYS THPY","PHYSICAL THERAPY","VTSMPT",NA,"VIRTUA SPECIALTY CARE CENTER","681"
"4753","RCS-RESEARCH NEUROLOGY","NEUROLOGY","RSNE",NA,NA,"649"
"4687","RCS-RESEARCH UROLOGY","UROLOGY","RSUR",NA,NA,"-1"
"4978","PHARMACY","OTHER","PHM",NA,NA,"649"
"5613","PB MAIN TELERADIOLOGY","RADIOLOGY","MAINTELE",NA,NA,"689"
"7211","INP CLINICAL NUTRITION","GI/NUTRITION","NUTRITION",NA,NA,"681"
"5254","PB MAIN GEN ANES SDU","GENERAL ANESTHESIA","PBSDU",NA,NA,"687"
"5290","KOP NEPHROLOGY","NEPHROLOGY","KNEP",NA,"KING OF PRUSSIA SCC","688"
"8821","CHOP AT CSH 2ND FLOOR",NA,"CSHC2",NA,NA,NA
"8740","WST DAY TREATMENT NJ",NA,"WDN",NA,NA,NA
"8763","BH PSYCHIATRY",NA,"PSYB",NA,NA,NA
"4970","3 CENTER",NA,"3C",NA,NA,"681"
"4889","CHRONIC ACUTE 39TH","GENERAL PEDIATRICS","CAC3",NA,NA,"665"
"4851","BUC-CSH OP PSYCHOLOGY","CHILD DEVELOPMENT","IPS",NA,NA,"629"
"5117","BUC DEVELOPMENTAL PEDS","CHILD DEVELOPMENT","IDV",NA,NA,"629"
"5028","MAIN CPRU","CARDIOLOGY","MPR",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"5239","CSH BH RHEUMATOLOGY","BEHAVIORAL HEALTH SERVICES","BRHE",NA,"CHILDREN SEASHORE HOUSE CENTER","682"
"5057","CENTER FOR BONE HEALTH","GI/NUTRITION","CFBH",NA,NA,"649"
"22728","BWV CARDIOLOGY","CARDIOLOGY","BWCA",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","688"
"23613","LGH CARDIOLOGY","CARDIOLOGY","LGHC",NA,"LANCASTER GENERAL HEALTH","688"
"27511","LGH ENDOCRINOLOGY","ENDOCRINOLOGY","LGHE",NA,"LANCASTER GENERAL HEALTH","688"
"5389","PB CAA BILLING OFFICE",NA,"CAABO",NA,NA,"687"
"14511","MKT 3550 ENDOCRINOLOGY","ENDOCRINOLOGY","ENDM",NA,"MARKET STREET 3550","688"
"5265","MKT 3550 CHILD DEV","DEVELOPMENTAL PEDIATRICS","MDV",NA,"MARKET STREET 3550","688"
"4673","VNJ BEHAVIORAL HEALTH","BEHAVIORAL HEALTH SERVICES","OVNJ",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","682"
"5040","PB PA CHILD DEVELOPMNT","DEVELOPMENTAL PEDIATRICS","PA CHILD *",NA,NA,"688"
"5309","SPUH-ANCILLARIES",NA,"SANC",NA,NA,"622"
"5315","RCS-RESEARCH LABORATOR","CLINICAL LABORATORY","RSLA",NA,NA,"674"
"4860","EXT OTOLARYNGOLOGY","OTORHINOLARYNGOLOGY","XENT",NA,"EXTON SPECIALTY CARE CENTER","678"
"4929","EXT SPEECH THERAPY","SPEECH","ZSP",NA,"EXTON SPECIALTY CARE CENTER","681"
"5393","ATL PED GEN THOR SURG","PEDIATRIC GENERAL THORACIC SURGERY","NEW XGS???",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","676"
"5611","MAIN TELERADIOLOGY","RADIOLOGY","MTEL",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","689"
"5445","PB CHESTNUT HILL NEONA","NEONATOLOGY","PCHN",NA,NA,"688"
"5443","PB HOLY RDMR NEONAT","NEONATOLOGY","PHRN",NA,NA,"688"
"29911","PNJ CEREBRAL PALSY","REHAB MEDICINE","PNCP",NA,"PRINCETON NJ SPECIALTY CARE CENTER","685"
"5055","PNJ UROLOGY","UROLOGY","PUR",NA,"PRINCETON NJ SPECIALTY CARE CENTER","676"
"5024","PNJ PLASTIC SURG","PLASTIC SURGERY","new ppl???",NA,"PRINCETON NJ SPECIALTY CARE CENTER","676"
"4611","VNJ OCC THERAPY","OCCUPATIONAL THERAPY","VOC",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","681"
"4917","SPR NEUROLOGY","NEUROLOGY","FNE",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","688"
"5147","TEST","OTHER","DDD",NA,NA,"674"
"22731","BWV NEPHROLOGY","NEPHROLOGY","BWNEP",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","688"
"8729","EXT ADOL IN TRANSITION",NA,"EAS",NA,NA,NA
"8744","WST FAMILY INTERVENTION",NA,"WFI",NA,NA,NA
"8747","WST JUVENILE COURT EVAL",NA,"WJC",NA,NA,NA
"4785","CARDIAC INTEN CARE",NA,"CICU",NA,NA,"674"
"4825","CENTRAL BUCK CARE NTWK","GENERAL PEDIATRICS","KFCB",NA,"CARE NETWORK CENTRAL BUCKS","683"
"5320","CAPE MAY CARE NTWK","GENERAL PEDIATRICS","KCA",NA,"CARE NETWORK CAPE MAY","683"
"22712","BWV NUTRITION","GI/NUTRITION","BWNUT",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","681"
"19911","GEISINGER MFM","MATERNAL FETAL MEDICINE","GMFM",NA,NA,"1211"
"29811","PB ATL BODY RADIOLOGY","BODY RADIOLOGY","ATL BR",NA,NA,"2921"
"24611","PB LGH GEN PEDS","GENERAL PEDIATRICS","LGH GENP",NA,NA,"688"
"5457","MKT 3550 LABORATORY","CLINICAL LABORATORY","MLBT",NA,"MARKET STREET 3550","681"
"5001","PSY TESTING CSH","BEHAVIORAL HEALTH SERVICES","PTCS",NA,NA,"657"
"5200","PB PA ALLERGY","ALLERGY","PA ALLERGY",NA,NA,"688"
"4832","WOOD TPN NUTRITION","GI/NUTRITION","TPN",NA,"RICHARD D WOOD CENTER","681"
"5437","WOOD GEN SURG CLINIC","GENERAL SURGERY","WGSC",NA,"RICHARD D WOOD CENTER","681"
"10511","VIRTUA LABORATORY","CLINICAL LABORATORY","VTLB",NA,"VIRTUA SPECIALTY CARE CENTER","681"
"9911","PB GEN PEDS HP","GENERAL PEDIATRICS","PBGPH",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","688"
"5241","MKT 3440 BH DEV NPSYCH","BEHAVIORAL HEALTH SERVICES","NPMS",NA,"MARKET STREET 3440","682"
"4947","EXT NEUROLOGY","NEUROLOGY","XNEU",NA,"EXTON SPECIALTY CARE CENTER","688"
"4922","EXT PED GEN THOR SURG","PEDIATRIC GENERAL THORACIC SURGERY","XGEN",NA,"EXTON SPECIALTY CARE CENTER","678"
"10216","VIRTUA NEUROLOGY","NEUROLOGY","VTNR",NA,"VIRTUA SPECIALTY CARE CENTER","685"
"17312","VIRTUA NEPHROLOGY","NEPHROLOGY","VTND",NA,"VIRTUA SPECIALTY CARE CENTER","685"
"4717","SCOLIOSIS","ORTHOPEDICS","SCO",NA,NA,"649"
"5214","PB PA CSA BILLING","OTHER","PB PA CSA*",NA,NA,"678"
"27311","INTEGRATIVE HEALTH ACU","MULTIDISCIPLINARY","IHC",NA,"RICHARD D WOOD CENTER","681"
"5409","ATL CO SCC ANCILLARY","MULTIDISCIPLINARY","ACA",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","681"
"5157","CRANIOFACIAL RECONST","PLASTIC SURGERY","CFR",NA,NA,"649"
"5171","DAY MED 4CSH","OTHER","DM4",NA,NA,"657"
"5173","EXT YOUTH STUDY","PSYCHIATRY","EYS",NA,NA,"660"
"5076","CHOP INPATIENT","PSYCHIATRY","IPP",NA,NA,"660"
"4770","ATL PED GEN THOR SURG","PEDIATRIC GENERAL THORACIC SURGERY","AGS",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","676"
"5044","CHOP DAY TREATMENT NJ","PSYCHIATRY","DNJ",NA,NA,"660"
"6711","CFCA04",NA,NA,NA,NA,"-1"
"8818","CHOP AT CSH 1ST FLOOR",NA,"CSHC1",NA,NA,NA
"8820","MAIN SEASHORE HOUSE 4TH FLOOR",NA,"CMSH4",NA,NA,NA
"4684","CHOP-OUTPATIENT NEURO","CHILD DEVELOPMENT","JNE",NA,NA,"657"
"5340","BUC-OP C2M2","CHILD DEVELOPMENT","ICM",NA,NA,"629"
"5293","KOP ADOPTION","GENERAL PEDIATRICS","KAD",NA,"KING OF PRUSSIA SCC","688"
"5283","CSH BH PULMONARY","BEHAVIORAL HEALTH SERVICES","JBHP",NA,"CHILDREN SEASHORE HOUSE CENTER","682"
"24513","BCC BH ONCOLOGY","BEHAVIORAL HEALTH SERVICES","BCON",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","682"
"31311","CARDIOLOGY CARE","CARDIOLOGY","CCFC",NA,NA,"1211"
"29311","CHINATOWN MEDICAL","GENERAL PEDIATRICS","CMS",NA,NA,"1211"
"16111","INP CRITICAL CARE","ANESTHESIA","INP_CRIT",NA,NA,"681"
"24911","HERSHEY PEDIATRIC CTR","GENERAL PEDIATRICS","HPC",NA,NA,"1211"
"5263","WOOD BH UROLOGY","BEHAVIORAL HEALTH SERVICES","BHUR",NA,"RICHARD D WOOD CENTER","682"
"5034","PB CSA BILLING OFFICE",NA,"CSABO",NA,NA,"678"
"4689","ORTHODONTICS","DENTISTRY","ORD",NA,NA,"649"
"5132","VNJ-CSH OP BBU","CHILD DEVELOPMENT","VBB",NA,NA,"664"
"5103","VNJ-OP PSYCHOLOGY","CHILD DEVELOPMENT","VPS",NA,NA,"664"
"10914","VIRTUA DERMATOLOGY","DERMATOLOGY","VTDER",NA,"VIRTUA SPECIALTY CARE CENTER","685"
"5475","MAIN BH TESTING","BEHAVIORAL HEALTH SERVICES","MBHT",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","682"
"5472","S JERSEY REG HOSP C*","CARDIOLOGY","VNE",NA,"SOUTH JERSEY REGIONAL HOSPITAL CARDIOLOGY","685"
"4783","BUC BEHAVIORAL HEALTH","BEHAVIORAL HEALTH SERVICES","OBUC",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","682"
"4898","KOP DIABETES","ENDOCRINOLOGY","KDI",NA,NA,"628"
"5146","CSH SPINA BIFIDA","GENERAL PEDIATRICS","SB",NA,"CHILDREN SEASHORE HOUSE CENTER","688"
"5052","KOP DIAGNOSTIC REF CTR","GENERAL PEDIATRICS","LDI",NA,"KING OF PRUSSIA SCC","688"
"12528","VIRT WASH TWP DIAG RAD","RADIOLOGY","VTWDR",NA,"VIRTUA WASHINGTON TWP","689"
"10512","VIRTUA OCC THERAPY","OCCUPATIONAL THERAPY","VTOT",NA,"VIRTUA SPECIALTY CARE CENTER","681"
"5273","VNJ NEUROLOGY","NEUROLOGY","VNEU",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","685"
"5184","SPR SCC ANCILLARY","MULTIDISCIPLINARY","SSA",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","681"
"4638","ZZPRIMARY PEDS-63RD ST","GENERAL PEDIATRICS","PPD6",NA,NA,"671"
"5449","PB CHST CNTY GEN PEDS","GENERAL PEDIATRICS","PCGP",NA,NA,"688"
"5194","KOP HEM ONC DAY HOSP","HEMATOLOGY ONCOLOGY","KOD",NA,"KING OF PRUSSIA SCC","681"
"4796","LHV OP AUDIOLOGY","OTORHINOLARYNGOLOGY","LVAU",NA,NA,"651"
"4679","RCS-RESEARCH RADIOLOGY","RADIOLOGY","RSXR",NA,NA,"649"
"6817","PB MAIN GA NORA ONCO","GENERAL ANESTHESIA","GANORAONCO",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","687"
"21112","COOPER PEDIATRICS","GENERAL PEDIATRICS","CCIM",NA,NA,"1211"
"29011","BCC NEUROLOGY","NEUROLOGY","BCNR",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","688"
"22721","BWV PHYSICAL THERAPY","PHYSICAL THERAPY","BWPT",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","681"
"26213","BWV URGENT CARE CENTER","URGENT CARE","BWVUC",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","2421"
"23711","BCC CEREBRAL PALSY","REHAB MEDICINE","BCCP",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","688"
"8770","BRY NEPHROLOGY",NA,"BNP",NA,NA,NA
"8827","WOOD 2ND FLOOR",NA,"W2",NA,NA,NA
"33011","PNJ HEMATOL ONCOLOGY","HEMATOLOGY ONCOLOGY","PHMON",NA,"PRINCETON NJ SPECIALTY CARE CENTER","681"
"32511","BCC DIAGNOSTIC CTR","GENERAL PEDIATRICS","BCDRC",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","688"
"4704","LHV ENDOCRINOLOGY","ENDOCRINOLOGY","LVEN",NA,NA,"651"
"4924","KOP NEUROFIBROMATOSIS","GENERAL PEDIATRICS","KONF",NA,"KING OF PRUSSIA SCC","688"
"5118","CINNAMINSON KF GEN PED","GENERAL PEDIATRICS","KCI",NA,"CINNAMINSON KIDS FIRST GENERAL PEDIATRICS","683"
"5222","ATL CO LABORATORY","CLINICAL LABORATORY","ALAB",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","681"
"8911","ATL ALLERGY","ALLERGY","ATAL",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","685"
"27011","COBBS CREEK BH","BEHAVIORAL HEALTH SERVICES","CCBH",NA,"CARE NETWORK COBBS CREEK","682"
"21911","LANSDALE PED/ADOL MED","GENERAL PEDIATRICS","LPAMS",NA,NA,"1211"
"18313","MKT 3440 BH ANXIETY","BEHAVIORAL HEALTH SERVICES","BHAX",NA,"MARKET STREET 3440","682"
"7918","OPBH",NA,NA,NA,NA,"-1"
"7017","PB CTRC BIONUTRITION  ",NA,"CTRC BIONUT",NA,NA,"711"
"5225","PB MKT 3550 ADOL MED","ADOLESCENT","ADMD",NA,NA,"688"
"5360","PB MAIN DIABETES","ENDOCRINOLOGY","MAIN DIABTS",NA,NA,"688"
"5226","NICU WEST",NA,"NICW",NA,NA,"681"
"10111","WOOD 5 LABORATORY","CLINICAL LABORATORY","W5LBT",NA,"RICHARD D WOOD CENTER","681"
"29711","TCM ADOL INITIATIVE","ADOLESCENT INITIATIVE","TDAI",NA,"MARKET STREET 3550","3021"
"29822","PB VNJ BODY RADIOLOGY","BODY RADIOLOGY","VNJ BR",NA,NA,"2921"
"29211","WELLSPAN SPRINGDALE","GENERAL PEDIATRICS","WSPM",NA,NA,"1211"
"21511","PB BUC UC RAD","BODY RADIOLOGY","PBBUC",NA,NA,"689"
"5369","PB PA GEN ANES OTH HO","GENERAL ANESTHESIA","PAGENANES",NA,NA,"687"
"9312","PB REHAB GEN PEDS","GENERAL PEDIATRICS","PBRGP",NA,NA,"688"
"7712","PB VIRTUA PICU VOOR","CRITICAL CARE","PB VIRTUA",NA,NA,"680"
"5113","EXT-CSH OP PSYCHOLOGY","CHILD DEVELOPMENT","ZPY",NA,NA,"637"
"5156","NEO INT B",NA,"NICB",NA,NA,"681"
"5161","EXT INFECTIOUS DISEASES","INFECTIOUS DISEASE","ZID",NA,NA,"637"
"5090","KOP SMC ORTHOPEDICS","ORTHOPEDICS","MOR",NA,"KING OF PRUSSIA SCC","678"
"5438","BCC INFANT PFT LAB","PULMONARY","MPFT",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"15311","MAIN PALLIATIVE CARE","MULTIDISCIPLINARY","PACT",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","688"
"10411","PB VIRTUA VOOR NEONAT","NEONATOLOGY","VIRTUA NEONA",NA,NA,"685"
"18312","WOOD NEPHROLOGY","NEPHROLOGY","WDNP",NA,"RICHARD D WOOD CENTER","688"
"12523","VIRT MARLTON ULTRA","RADIOLOGY","VTMUS",NA,"VIRTUA MARLTON","689"
"5071","VNJ SPEECH THERAPY","SPEECH","VSP",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","681"
"5193","SPUH SCC ANCILLARY","MULTIDISCIPLINARY","SAN",NA,"SAINT PETERS UNIVERSITY CARDIOLOGY CENTER","681"
"4931","WOOD RHEUMATOLOGY","RHEUMATOLOGY","PRH",NA,"RICHARD D WOOD CENTER","688"
"5291","SPR NEPHROLOGY","NEPHROLOGY","FNEP",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","688"
"5215","PB CASE RATE BH","OTHER","CASERATEBH",NA,NA,"681"
"31111","MERIDIAN MEDICAL PRAC","MULTIDISCIPLINARY","MMP",NA,NA,"1211"
"5348","EXT DAY TREAT NJ","PSYCHIATRY","EDN",NA,NA,"660"
"5188","MAIN HIM","OTHER","MHM",NA,NA,"681"
"5297","MAIN DIAG ED RADIOLOGY","RADIOLOGY","MMED",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"5345","KOP OCC THERAPY","OCCUPATIONAL THERAPY","LOC",NA,"KING OF PRUSSIA SCC","681"
"4700","KOP INTENSIVE CASE MGT","PSYCHIATRY","KIC",NA,NA,"660"
"4807","KOP UROLOGY","UROLOGY","KOPU",NA,"KING OF PRUSSIA SCC","678"
"4864","BUC - PREP","NEUROLOGY","IRE",NA,NA,"629"
"8712","KOP ADOL IN TRANS",NA,"KAS",NA,NA,NA
"8814","WOOD 5TH FLOOR",NA,"W5",NA,NA,NA
"8815","COBBS CREEK PCC",NA,"PCC",NA,NA,NA
"4613","MAIN CARDIAC EXERCISE","CARDIOLOGY","EXE",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"4729","BUC ENDOCRINOLOGY","ENDOCRINOLOGY","IEN",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","688"
"5267","KOP LABORATORY WEST","CLINICAL LABORATORY","KWLA",NA,"KING OF PRUSSIA WEST","681"
"5272","HAVERFORD BH","BEHAVIORAL HEALTH SERVICES","KHBH",NA,"CARE NETWORK HAVERFORD","682"
"27211","BCC CARDIAC EKG","CARDIOLOGY","BCEK",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","681"
"5275","KOP DERMATOLOGY","DERMATOLOGY","KDER",NA,"KING OF PRUSSIA SCC","688"
"6819","PROTON BH PROGRAM","BEHAVIORAL HEALTH SERVICES","BHPR",NA,"RICHARD D WOOD CENTER","682"
"5430","PB EXT GEN ANES","GENERAL ANESTHESIA","EXTGENANES",NA,NA,"687"
"5258","VNJ BH UROLOGY","BEHAVIORAL HEALTH SERVICES","BVUR",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","682"
"4890","WOOD BH CARDIOLOGY","BEHAVIORAL HEALTH SERVICES","CRDB",NA,"RICHARD D WOOD CENTER","682"
"4862","PSYCH FACULTY PRACTICE","BEHAVIORAL HEALTH SERVICES","OPF",NA,NA,"660"
"4959","TEEN HEALTH ASSOCIATES","DERMATOLOGY","TNH",NA,NA,"649"
"4720","PSY TEST 3440 MARKET S","BEHAVIORAL HEALTH SERVICES","PTMS",NA,NA,"615"
"5464","WOOD 3 LABORATORY","CLINICAL LABORATORY","W3LBT",NA,"RICHARD D WOOD CENTER","681"
"5423","PB MAIN ALLERGY","ALLERGY","MAIN ALLE*",NA,NA,"688"
"5277","PB MAIN CARD ANES CATH","CARDIAC ANESTHESIA","PBCATH",NA,NA,"687"
"13012","MAIN FETAL HEART ECHO","CARDIOLOGY","MFHE",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"14015","MARGIOTTI AND KROLL","GENERAL PEDIATRICS","MKP",NA,NA,"1211"
"4876","MAIN BEHAVIORAL HEALTH","BEHAVIORAL HEALTH SERVICES","OPMN",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","682"
"4969","EXT MRI","MAGNETIC RESONANCE IMAGING","XMRI",NA,NA,"637"
"4935","CHOP OFF BASED AMB SERV","PSYCHIATRY","OBA",NA,NA,"660"
"4910","CHOP RESOURCE CASE MGT","PSYCHIATRY","RCM",NA,NA,"660"
"17311","CSH SMC PHY THERAPY","PHYSICAL THERAPY","SPT",NA,"CHILDREN SEASHORE HOUSE CENTER","681"
"13714","VIRT MEMORIAL ULTRA","RADIOLOGY","VTMEUS",NA,"VIRTUA MEMORIAL","689"
"4617","VNJ NEPHROLOGY","NEPHROLOGY","VNEP",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","685"
"4748","WOOD METABOLISM","METABOLISM","MET",NA,"RICHARD D WOOD CENTER","688"
"5187","PB PA GENETICS","GENETICS","PA GENETI*",NA,NA,"688"
"23515","PB BCC INTRV RADIOLOGY","INTERVENTIONAL RADIOLOGY","BCC INTRV",NA,NA,"689"
"23512","PB BCC NUCMD RADIOLOGY","NUCLEAR MEDICINE","BCC NUCMD ",NA,NA,"689"
"5480","HUP OPHTHALMOLOGY","OPHTHALMOLOGY","HOP",NA,"PENN HOSPITAL LOCATION","678"
"13311","ADVOCARE MARLTON PEDS","GENERAL PEDIATRICS","ADMP",NA,NA,"1211"
"22727","BWV DAY SURGERY","MULTIDISCIPLINARY","BWDS",NA,"BRANDYWINE VALLEY SPECIALTY CARE CENTER","681"
"5027","KOP SCC ANCILLARY","MULTIDISCIPLINARY","KSC",NA,"KING OF PRUSSIA SCC","681"
"4806","BUC PED GEN THOR SURG","PEDIATRIC GENERAL THORACIC SURGERY","ISU",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","678"
"4845","FOSTER CARE-39TH ST","GENERAL PEDIATRICS","FC39",NA,NA,"665"
"4641","KOP OTOLARYNGOLOGY","OTORHINOLARYNGOLOGY","KOPT",NA,"KING OF PRUSSIA SCC","678"
"4836","ATL PEDIATRIC REHAB","REHAB MEDICINE","COPR",NA,"ATLANTIC COUNTY SPECIALTY CARE CENTER","685"
"8831","CHOP MAIN 4TH FLOOR",NA,"M4",NA,NA,NA
"8711","KIDS FIRST-GLASSBORO",NA,"KGL",NA,NA,NA
"12714","Surgery Department",NA,"OR",NA,NA,"0"
"32711","LVPG INPATIENT PEDS","GENERAL PEDIATRICS","LVIP",NA,NA,"1211"
"4879","3EASTCSH",NA,"3ESC",NA,"CHILDREN SEASHORE HOUSE CENTER","681"
"4682","BUC BH ADHD","BEHAVIORAL HEALTH SERVICES","ADBC",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","682"
"5012","KOP GASTROENTEROLOGY","GASTROENTEROLOGY","KOPI",NA,"KING OF PRUSSIA SCC","688"
"24011","KOP BH EATING DISORDER","BEHAVIORAL HEALTH SERVICES","KOPED",NA,"KING OF PRUSSIA SCC","682"
"11611","KARABOTS CARE NTWK","GENERAL PEDIATRICS","KCN",NA,"CARE NETWORK KARABOTS","686"
"28911","INTEGRATED CTR SUCCESS","BEHAVIORAL HEALTH SERVICES","CICS",NA,NA,"1211"
"7920","M9OP01",NA,NA,NA,NA,"-1"
"19717","MKT 3550 BH SUD","BEHAVIORAL HEALTH SERVICES","MBSU",NA,"MARKET STREET 3550","682"
"19714","POST OP BARIATRIC",NA,NA,NA,NA,"-1"
"4980","PNJ-OP C2M2","CHILD DEVELOPMENT","DCM",NA,NA,"612"
"4973","PNJ CHILD DEVELOPMENT","DEVELOPMENTAL PEDIATRICS","DDP",NA,"PRINCETON NJ SPECIALTY CARE CENTER","685"
"4949","MARKET ST CARE NTWK","GENERAL PEDIATRICS","PCM",NA,"MARKET STREET 3550","686"
"4671","VNJ ENDOCRINOLOGY","ENDOCRINOLOGY","VEN",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","685"
"4631","PICU OVERFLOW BEDS","GENERAL PEDIATRICS","PICB",NA,NA,"674"
"5444","PB NJ DERMATOLOGY","DERMATOLOGY","PNJD",NA,NA,"685"
"5447","PB NJ PEDIATRIC REHAB",NA,"PNPR",NA,NA,"685"
"5172","RCS-RESEARCH GENETICS",NA,"RSGE",NA,NA,"-1"
"15811","ROWAN UNIVERSITY","GENERAL PEDIATRICS","RU",NA,NA,"1211"
"14711","WADE-TOWNEND PEDS","GENERAL PEDIATRICS","WTP",NA,NA,"1211"
"27611","PB BWV UC RAD","BODY RADIOLOGY","PBBWV",NA,NA,"689"
"7714","PB VIRTUA VOOR EMER ","EMERGENCY","PB VIRTUA VO",NA,NA,"685"
"29828","PB VIRT MEMO BODY RAD","BODY RADIOLOGY","VM BR",NA,NA,"2921"
"5512","CSH3W REHAB (CHOP)",NA,"R3WS CHOP",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"4999","KOP BEHAVIORAL HEALTH","BEHAVIORAL HEALTH SERVICES","OKOP",NA,"KING OF PRUSSIA SCC","682"
"4944","CSH BH TESTING","BEHAVIORAL HEALTH SERVICES","NPSY",NA,"CHILDREN SEASHORE HOUSE CENTER","682"
"6011","MAIN NEONATOLOGY CONSULT","NEONATOLOGY","MNC",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","688"
"5183","MAIN SLEEP CENTER","PULMONARY","MSC",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","681"
"13511","PB VIRTUA OPH ROP","OPHTHALMOLOGY","OPHROP",NA,NA,"676"
"25111","PB ST MARYS NEO","NEONATOLOGY","PB St Ma Neo",NA,NA,"688"
"12525","VIRT MARLTON DIAG RAD","RADIOLOGY","VTMDR",NA,"VIRTUA MARLTON","689"
"7411","VNJ ONCOLOGY HOLDING","HEMATOLOGY ONCOLOGY","VHO",NA,"VOORHEES NEW JERSEY SPECIALTY CARE","681"
"5088","ONCOLOGY ANCILLARY","ONCOLOGY","ONA",NA,NA,"649"
"5128","SPR SPEECH THERAPY","SPEECH","FSP",NA,"CROZIER SPRINGFIELD SPECIALTY CARE CENTER","681"
"18011"," GENOMICS MEDICINE","PATHOLOGY","HBGM",NA,NA,"681"
"9011","CSH BONE HEALTH","GI/NUTRITION","CPHY",NA,"CHILDREN SEASHORE HOUSE CENTER","688"
"10011","CSH NUTRITION","GI/NUTRITION","CNTR",NA,"CHILDREN SEASHORE HOUSE CENTER","681"
"28411","BCC INFECTIOUS DISEASE","INFECTIOUS DISEASE","BCID",NA,"BUERGER CENTER FOR ADVANCED PEDIATRIC MEDICINE","688"
"21311","BUC URG CARE DIAG RAD","RADIOLOGY","BUDR",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","2421"
"5284","MAIN CFDT OB GYN","OBSTETRICS","CFDOB",NA,"THE CHILDREN'S HOSPITAL OF PHILA MAIN BUILDING","678"
"4873","BUC SPEECH THERAPY","SPEECH","ISP",NA,"BUCKS COUNTY SPECIALTY CARE CENTER","681"
"4630","CSH SPEECH THERAPY","SPEECH","JSP",NA,"CHILDREN SEASHORE HOUSE CENTER","681"
"4877","EXT PRE SCHOOL","PSYCHIATRY","EPR",NA,NA,"660"
"4647","CHOP CHILD & ADOL PSYCH ","PSYCHIATRY","CAP",NA,NA,"660"
"8832","ZZDEPARTMENT INFOGRAM",NA,"ZZDEPT INFOGRAM",NA,NA,NA
